Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Лизинг,Дүүрэг,Цонхны тоо,Байршил,Зарын дугаар: ,Огноо,Зарын гарчиг,Үнэ,Байрлал,Хэрэглэгчийн нэр,Хэрэглэгчийн дугаар,Үзсэн,Зарын тайлбар
Паркет,Тагтгүй,2020,Байгаа,Вакум,12,Бүргэд,34.0 м²,1,Лизинггүй,Баянзүрх,2,Бусад,3884137,Нийтэлсэн: 2020-04-09 17:34,1 өрөө байр,1800000.0,Улаанбаатар,Галаа,172385,152,1
Паркет,Тагтгүй,2012,Байхгүй,Вакум,5,Бүргэд,30.3 м²,4,Лизинггүй,Хан-Уул,1,Viva city,3884328,Нийтэлсэн: 2020-04-09 18:53,"Бүрэн засвартай 1 өрөө, тавилгатай байр вива сити д 4 давхарт",48000000.0,Улаанбаатар,Батсайхан,1525872,368,1
Паркет,1 тагттай,2018,Байхгүй,Вакум,5,Төмөр,36.5 м²,1,Лизинггүй,Орон нутаг,2,Бусад,3884428,Нийтэлсэн: 2020-04-09 18:59,1000н айлд 1өрөөг 2өрөө болгож янзалсан байр,46000000.0,Төв,BZ,1316828,307,1
Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Төмөр,41.0 м²,7,Лизинггүй,Сүхбаатар,1,11-р хороолол,3901954,Нийтэлсэн: 2020-04-14 20:34,100 айлд 41м2 байр,61500000.0,Улаанбаатар,Буянаа,940884,241,1
Мод,1 тагттай,1989,Байхгүй,Мод,5,Бүргэд,18.0 м²,4,Лизинггүй,Налайх,2,5-р хороолол,3798535,Нийтэлсэн: 2020-04-14 21:40,Налайхын городокд 1 өрөө байр 18м2,35000000.0,Улаанбаатар,5-Р МИКРО,241212,100,8
Паркет,1 тагттай,1984,Байхгүй,Вакум,5,Бүргэд,37.0 м²,1,Лизинггүй,Сүхбаатар,2,11-р хороолол,3901596,Нийтэлсэн: 2020-04-14 18:29,64р дэлгүүрийн урд,70000000.0,Улаанбаатар,Хотын А бүсэд,50580,233,5
Паркет,1 тагттай,2013,Байхгүй,Вакум,15,Бүргэд,22.0 м²,14,Лизинггүй,Сонгино Хайрхан,1,5 шар,3902041,Нийтэлсэн: 2020-04-14 20:59,Shd zaluus horoolold 1 oroo bair,32000000.0,Улаанбаатар,naranchimeg,700940,364,1
Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Бүргэд,30.15,11,Лизинггүй,Баянгол,1,Баруун 4 зам,3901341,Нийтэлсэн: 2020-04-14 17:27,1 өрөө 30.15м2 байр,1900000.0,Улаанбаатар,Gerlee,411164,56,1
Паркет,Тагтгүй,2013,Байхгүй,Вакум,10,Бүргэд,87.86 м²,1,Лизинггүй,Баянзүрх,6,Зүүн 4 зам,3901237,Нийтэлсэн: 2020-04-14 17:06,Жаст хотхонд 87.86 м.кв 1 өрөө,144969000.0,Улаанбаатар,Мөнх,279075,105,2
Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,19.0 м²,2,Банкны лизингтэй,Сонгино Хайрхан,3,5 шар,3901367,Нийтэлсэн: 2020-04-14 17:34,5шард 1өрөө байр 19м2,52000000.0,Улаанбаатар,Туул,1536944,144,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,15,Бүргэд,33.14 м²,3,Банкны лизингтэй,Баянгол,1,10-р хороолол,3902234,Нийтэлсэн: 2020-04-14 22:02,Golden park hothond 1 uruu bair,57000000.0,Улаанбаатар,B.E.g,143694,91,1
Мод,Тагтгүй,1999,Байхгүй,Вакум,9,Бүргэд,36.0 м²,2,Лизинггүй,Сонгино Хайрхан,2,1-р хороолол,3902341,Нийтэлсэн: 2020-04-14 22:41,Схд 1-р хороолол 1 өрөө байр,43000000.0,Улаанбаатар,Khuat,228618,410,1
Паркет,1 тагттай,1998,Байхгүй,Вакум,9,Бүргэд,38.0,3,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,3902589,Нийтэлсэн: 2020-04-15 08:14,1 өрөөг 2 болгож зассан,45000000.0,Улаанбаатар,Mandalmaa,1514370,169,1
Паркет,Тагтгүй,1989,Байхгүй,Вакум,4,Бүргэд,19.0,2,Лизинггүй,Чингэлтэй,3,"40, 50 мянгат",3902349,Нийтэлсэн: 2020-04-14 22:43,Hotiin tovd 1oroo bair,75000000.0,Улаанбаатар,Заяа,1537641,98,1
Паркет,1 тагттай,2012,Байхгүй,Вакум,16,Бүргэд,31.0 м²,8,Хувь лизингтэй,Баянгол,1,10-р хороолол,3901525,Нийтэлсэн: 2020-04-15 08:35,Хотын төвд 1 өрөө байр,50000000.0,Улаанбаатар,Аnagarika D.,1532790,388,7
Паркет,Тагтгүй,2014,Байхгүй,Вакум,11,Төмөр,32.0 м²,11,Лизинггүй,Баянзүрх,2,13-р хороолол,3902815,Нийтэлсэн: 2020-04-15 09:54,Түмэн наст хотхонд 1өрөө байр 32м2,60000000.0,Улаанбаатар,Huslen,816343,66,1
Паркет,Тагтгүй,2013,Байхгүй,Вакум,10,Бүргэд,152.8 м²,1,Лизинггүй,Баянзүрх,6,Зүүн 4 зам,3903034,Нийтэлсэн: 2020-04-15 11:09,"Жаст хотхонд 152,8м.кв орон сууц",252120000.0,Улаанбаатар,Мөнх,279075,68,1
Паркет,1 тагттай,2015,Байхгүй,Вакум,5,Бүргэд,31.0 м²,4,Лизинггүй,Баянгол,1,"3, 4 хороолол",3902765,Нийтэлсэн: 2020-04-15 09:38,Модны 2ын хажууд 1өрөө 31м2,60000000.0,Улаанбаатар,Platin,68674,81,1
Паркет,1 тагттай,2005,Байхгүй,Вакум,5,Бүргэд,38.14 м²,4,Лизинггүй,Баянгол,2,"3, 4 хороолол",3634878,Нийтэлсэн: 2020-04-15 09:26,4хороололд 1өрөө байр 38.14м2,68000000.0,Улаанбаатар,purevee,1067460,61,1
Паркет,1 тагттай,2010,Байхгүй,Вакум,9,Бүргэд,36.0 м²,3,Лизинггүй,Хан-Уул,1,Хурд,3901638,Нийтэлсэн: 2020-04-15 09:41,Хурд рапид хотхонд 1 өрөө орон сууц 36м2,79000000.0,Улаанбаатар,Real Estate Maximum,660735,149,10
Плита,Тагтгүй,1997,Байхгүй,Вакум,1,Бүргэд,50.0,1,Банкны лизингтэй,Сонгино Хайрхан,2,21-р хороолол,3802030,Нийтэлсэн: 2020-04-15 10:10,21 khoroolold 1 oroo bair,33500000.0,Улаанбаатар,Bayar,23791,163,1
Паркет,Тагтгүй,2016,Байхгүй,Вакум,12,Бүргэд,30.0 м²,1,Хувь лизингтэй,Баянзүрх,2,Бусад,3903186,Нийтэлсэн: 2020-04-15 11:21,Бзд тарвалин хотхонд 1 өрөө байр 30м2,45000000.0,Улаанбаатар,Зул,768487,226,3
Паркет,1 тагттай,2014,Байхгүй,Вакум,15,Бүргэд,22.0 м²,13,Лизинггүй,Сонгино Хайрхан,1,5 шар,3903153,Нийтэлсэн: 2020-04-15 11:22,Залуус хороололд 1 өрөө байр,32000000.0,Улаанбаатар,Uuu,294004,257,4
Паркет,1 тагттай,2018,Байхгүй,Вакум,5,Бүргэд,38.0 м²,3,Лизинггүй,Хан-Уул,2,Бусад,3903316,Нийтэлсэн: 2020-04-15 11:50,Яармагт шинэ 1 өрөө байр,1800000.0,Улаанбаатар,Содоо,1538366,109,1
Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Төмөр,31.0 м²,8,Лизинггүй,Хан-Уул,1,120 мянгат,3903350,Нийтэлсэн: 2020-04-15 11:57,Төв цэнгэлдэхийн урд рапит 28-р байр 2-р орц 8-р давхар 1 өрөө,71300000.0,Улаанбаатар,Онон,1538405,263,3
Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,41.0 м²,11,Банкны лизингтэй,Сүхбаатар,1,100 айл,3903399,Нийтэлсэн: 2020-04-15 12:05,100 айлд 1 өрөө байр,1350000.0,Улаанбаатар,ариунаа,74186,297,1
Паркет,1 тагттай,2009,Байхгүй,Вакум,11,Бүргэд,30.0 м²,3,Банкны лизингтэй,Баянгол,1,"3, 4 хороолол",3903601,Нийтэлсэн: 2020-04-15 12:51,1 өрөө байр,50000000.0,Улаанбаатар,Mishee,1504424,339,1
Паркет,1 тагттай,1998,Байхгүй,Вакум,5,Бүргэд,40.0 м²,2,Банкны лизингтэй,Баянгол,2,10-р хороолол,3903418,Нийтэлсэн: 2020-04-15 12:12,1 өрөө байр,48000000.0,Улаанбаатар,Na,27256,452,2
Паркет,1 тагттай,2010,Байхгүй,Вакум,6,Бүргэд,26.0 м²,4,Лизинггүй,Баянзүрх,1,13-р хороолол,3903559,Нийтэлсэн: 2020-04-15 12:45,1 өрөө,44000000.0,Улаанбаатар,Үл хөдлөх,658683,320,7
Паркет,1 тагттай,2016,Байхгүй,Вакум,15,Бүргэд,33.0 м²,4,Лизинггүй,Баянгол,1,Бусад,3903528,Нийтэлсэн: 2020-04-15 12:33,Цагдаа 2 хотхонд 1 өрөө,57000000.0,Улаанбаатар,Enkhmaa,145351,132,4
Паркет,1 тагттай,2020,Байхгүй,Вакум,1,Бүргэд,33.4 м²,1,Лизинггүй,Хан-Уул,1,Нисэх,3903776,Нийтэлсэн: 2020-04-15 13:26,1 oroo,55000000.0,Улаанбаатар,Bayaraa,1154634,118,1
Паркет,1 тагттай,2013,Байхгүй,Вакум,10,Бүргэд,20.7,7,Лизинггүй,Хан-Уул,1,Нисэх,3903819,Нийтэлсэн: 2020-04-15 13:34,Nisehed 1 uruu bair,40000000.0,Улаанбаатар,Нарантуяа,837222,115,1
Ламинат,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,46.0 м²,6,Лизинггүй,Сонгино Хайрхан,3,1-р хороолол,3903845,Нийтэлсэн: 2020-04-15 13:41,Dragon ard 1 oroo bair,50000000.0,Улаанбаатар,Khishig,1538605,187,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,9,Бүргэд,24.0 м²,4,Лизинггүй,Хан-Уул,1,Нисэх,3647277,Нийтэлсэн: 2020-04-15 15:38,Nisehed anar hothond 1 uruu bair 24m2,40000000.0,Улаанбаатар,1 uruu,486223,125,6
Паркет,1 тагттай,2020,Байгаа,Вакум,16,Бүргэд,34.33 м²,13,Лизинггүй,Баянзүрх,2,14-р хороолол,3903946,Нийтэлсэн: 2020-04-15 14:04,Баянзүр апартмент 1 өрөө байр,55000000.0,Улаанбаатар,Ай Энд Жи  интернэшнл ххк,786417,149,3
Паркет,1 тагттай,1988,Байхгүй,Вакум,5,Бүргэд,35.0 м²,3,Лизинггүй,Чингэлтэй,3,Бага тойрог,3904296,Нийтэлсэн: 2020-04-15 15:10,Tэнгисийн ард 1 өрөө,72000000.0,Улаанбаатар,otgono,299274,158,1
Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,49.03,11,Лизинггүй,Баянгол,1,Нарны хороолол,3832094,Нийтэлсэн: 2020-04-15 14:18,Нарны хороолол 1 өрөө 49м2 байр,2100000.0,Улаанбаатар,mmsz,267252,1238,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,13,Бүргэд,43.0 м²,5,Лизинггүй,Хан-Уул,1,Бусад,3844029,Нийтэлсэн: 2020-04-15 14:27,Алтай хотхоны урд 1 өрөө байр 43 мк,68000000.0,Улаанбаатар,Тотал проперти ХХК,33550,117,1
Паркет,1 тагттай,2017,Байхгүй,Вакум,12,Бүргэд,32.0 м²,10,Лизинггүй,Сүхбаатар,2,Дөлгөөн нуур,3904488,Нийтэлсэн: 2020-04-15 15:58,1 өрөө орон сууц бүрэн тавилгатай,61000000.0,Улаанбаатар,Энхтүвшин,243953,182,1
Паркет,Тагтгүй,2019,Байхгүй,Вакум,9,Төмөр,40.0 м²,2,Хувь лизингтэй,Баянзүрх,2,16-р хороолол,3363264,Нийтэлсэн: 2020-04-15 16:33,16-р хороололд 40 м.кв 1 өрөө байр,69000000.0,Улаанбаатар,Ariunaa,22703,58,6
Мод,1 тагттай,2007,Байхгүй,Вакум,5,Бүргэд,22.0 м²,2,Лизинггүй,Баянгол,1,6-р бичил,3894222,Нийтэлсэн: 2020-04-12 19:23,Бичилд 1 өрөө,36000000.0,Улаанбаатар,Нэрo,18032,673,1
Паркет,1 тагттай,2015,Байхгүй,Вакум,5,Бүргэд,46.0 м²,3,Лизинггүй,Хан-Уул,1,19-р хороолол,3828753,Нийтэлсэн: 2020-04-12 20:14,1 өрөө 46м2,90000000.0,Улаанбаатар,Bayaka,653426,114,1
Мод,1 тагттай,1984,Байхгүй,Мод,9,Бүргэд,18.0,1,Лизинггүй,Баянгол,2,"3, 4 хороолол",3894697,Нийтэлсэн: 2020-04-12 22:36,4 r horoolold 1 oroo bair,67000000.0,Улаанбаатар,TSengel,707835,48,1
Мод,1 тагттай,1995,Байхгүй,Вакум,9,Бүргэд,18.0 м²,3,Лизинггүй,Сонгино Хайрхан,2,1-р хороолол,3679495,Нийтэлсэн: 2020-04-12 20:40,1 өрөө байр,58000000.0,Улаанбаатар,Болдоо,342739,124,1
Паркет,1 тагттай,1990,Байгаа,Вакум,9,Бүргэд,45.0 м²,9,Лизинггүй,Сонгино Хайрхан,2,1-р хороолол,3894576,Нийтэлсэн: 2020-04-13 08:41,1 өрөө байр 45м2,58000000.0,Улаанбаатар,Ник,810867,1286,8
Паркет,1 тагттай,1990,Байхгүй,Вакум,6,Бүргэд,30.0 м²,5,Лизинггүй,Баянзүрх,2,15-р хороолол,3800678,Нийтэлсэн: 2020-04-13 06:39,1 өрөө байр 30m2,54000000.0,Улаанбаатар,Ogii,576239,171,8
Паркет,Тагтгүй,2016,Байхгүй,Вакум,12,Төмөр,34.0,4,Банкны лизингтэй,Сонгино Хайрхан,2,21-р хороолол,3894984,Нийтэлсэн: 2020-04-13 08:07,21р хороолол депод 1 өрөө байр,51000000.0,Улаанбаатар,Erdenebayr,1533332,37,1
Паркет,1 тагттай,2017,Байхгүй,Вакум,12,Бүргэд,30.6 м²,7,Лизинггүй,Хан-Уул,2,UB Town,3895030,Нийтэлсэн: 2020-04-13 08:24,Зайсанд хөрш заан хотхоны хажууд 30.6 мкв 1 өрөө байр,65000000.0,Улаанбаатар,Naraa,38794,234,1
Паркет,Тагтгүй,2015,Байхгүй,Вакум,5,Бүргэд,33.0 м²,1,Банкны лизингтэй,Хан-Уул,2,Нисэх,3238654,Нийтэлсэн: 2020-04-13 09:05,1 өрөө байр 33м2,46000000.0,Улаанбаатар,Бямбасүрэн,983680,236,1
Паркет,1 тагттай,2020,Байгаа,Вакум,16,Бүргэд,40.0 м²,5,Хувь лизингтэй,Хан-Уул,1,Нисэх,3895139,Нийтэлсэн: 2020-04-13 09:38,Nisehed shine tsagan haalga horoolold 1uruu 39m2,47000000.0,Улаанбаатар,Darkhijav darmaa,484384,112,1
Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Төмөр,30.0 м²,12,Лизинггүй,Баянзүрх,2,Өгөөмөр захын зүүн,3895190,Нийтэлсэн: 2020-04-13 09:41,Өгөөмөр захын зүүн хойд талд грийн ресурс хотхонд 30м2 1 өрөө байр,45000000.0,Улаанбаатар,"Өгөөмөр захын зүүн талд Грийн ресурс хотхонд 30м2,",408892,158,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,14,Вакум,36.0,11,Хувь лизингтэй,Баянзүрх,2,Офицер,3895208,Нийтэлсэн: 2020-04-13 09:43,2020 ond ashiglaltand oroh 1 uruu bair,1300000.0,Улаанбаатар,Muugii,1533450,178,1
Чулуу,Тагтгүй,1998,Байхгүй,Вакум,6,Төмөр,37.0 м²,1,Лизинггүй,Баянзүрх,2,13-р хороолол,3895285,Нийтэлсэн: 2020-04-13 10:03,13-р хороолол 1 өрөө байр 37м2,55000000.0,Улаанбаатар,Xocoo,458399,359,1
Паркет,1 тагттай,2020,Байгаа,Вакум,15,Бүргэд,34.0 м²,9,Хувь лизингтэй,Баянгол,1,"3, 4 хороолол",3769965,Нийтэлсэн: 2020-04-13 10:50,"Гэмтэлийн эмнэлэгийн ард 33,9мкв 1өрөө",43400000.0,Улаанбаатар,buyandari,289184,877,4
Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,19.0 м²,2,Лизинггүй,Сүхбаатар,2,5-р хороолол,3691379,Нийтэлсэн: 2020-04-13 10:08,Хүүхдийн 100д 1 өрөө,83000000.0,Улаанбаатар,Bjork NY,796673,156,5
Паркет,Тагтгүй,2009,Байхгүй,Вакум,5,Бүргэд,20.0 м²,1,Банкны лизингтэй,Баянгол,1,10-р хороолол,3895438,Нийтэлсэн: 2020-04-13 10:31,1 өрөө байр 20m2,38000000.0,Улаанбаатар,Ner,493416,513,1
Паркет,Тагтгүй,2010,Байхгүй,Вакум,10,Бүргэд,41.0 м²,5,Лизинггүй,Баянзүрх,1,13-р хороолол,3810430,Нийтэлсэн: 2020-04-13 11:45,13 хороололд 1 өрөө байр 41м2,1800000.0,Улаанбаатар,MREM llc Monzuuch,3676,506,1
Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Бүргэд,29.33 м²,10,Лизинггүй,Баянгол,2,"3, 4 хороолол",3854580,Нийтэлсэн: 2020-04-13 10:56,Модны 2 сан их сургуулийн баруун талд 1 өрөө байр 29.33мкв,53000000.0,Улаанбаатар,PEACE PROPERTIES LLC,564545,443,8
Паркет,Тагтгүй,2014,Байхгүй,Вакум,14,Бүргэд,32.0 м²,1,Лизинггүй,Баянзүрх,1,15-р хороолол,3895802,Нийтэлсэн: 2020-04-13 11:53,1 өрөө байр 32м2,53000000.0,Улаанбаатар,До0051,673699,465,1
Паркет,1 тагттай,1989,Байхгүй,Вакум,5,Төмөр,35.0 м²,4,Лизинггүй,Баянзүрх,3,Сансар,3896001,Нийтэлсэн: 2020-04-13 12:33,Сансарт 1 өрөө 35м2,59000000.0,Улаанбаатар,Bina,822112,242,7
Паркет,Тагтгүй,2015,Байгаа,Вакум,6,Бүргэд,26.0,1,Лизинггүй,Баянзүрх,2,Офицер,3733472,Нийтэлсэн: 2020-04-13 13:43,Офицерт 1 өрөө байр,41000000.0,Улаанбаатар,дулаан,384442,577,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,16,Бүргэд,35.5 м²,14,Лизинггүй,Чингэлтэй,2,"40, 50 мянгат",3896345,Нийтэлсэн: 2020-04-13 13:29,Хотын төвд улсын их дэлгүүрийн хойно 1 өрөө 35.5м2.,2500000.0,Улаанбаатар,байр1,186324,217,6
Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Төмөр,35.0 м²,2,Лизинггүй,Баянзүрх,3,13-р хороолол,3726458,Нийтэлсэн: 2020-04-13 13:44,1 өрөө байр 35м2,1650000.0,Улаанбаатар,дулаан,384442,485,1
Паркет,1 тагттай,2006,Байхгүй,Вакум,4,Бүргэд,33.0 м²,1,Лизинггүй,Баянгол,2,"3, 4 хороолол",3896465,Нийтэлсэн: 2020-04-13 13:57,Хөгжил хотхон 1 өрөө 33m2,52000000.0,Улаанбаатар,Булаг,1528017,249,16
Паркет,1 тагттай,1998,Байгаа,Вакум,9,Бүргэд,35.0 м²,2,Лизинггүй,Баянгол,2,"3, 4 хороолол",3838552,Нийтэлсэн: 2020-04-13 14:00,Horoolliin etsest duuhee tuviin ard 1 uruu,68000000.0,Улаанбаатар,Nom,181821,128,9
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,30.0 м²,11,Хувь лизингтэй,Хан-Уул,2,19-р хороолол,3896413,Нийтэлсэн: 2020-04-13 14:04,"Худ, мишээл экспо баруун талд 30м2 1 өрөө",49500000.0,Улаанбаатар,Gerelchuluun,719880,213,1
Паркет,Тагтгүй,2002,Байхгүй,Вакум,4,Бүргэд,30.0 м²,1,Лизинггүй,Хан-Уул,1,19-р хороолол,3896612,Нийтэлсэн: 2020-04-13 14:32,Han uul duureg 75 surguuliin hoino 1 uruu bair 30м2,45000000.0,Улаанбаатар,Munkhtsetseg,237588,416,1
Паркет,1 тагттай,2006,Байхгүй,Вакум,16,Бүргэд,41.5 м²,5,Лизинггүй,Баянгол,1,Богд-Ар,3825712,Нийтэлсэн: 2020-04-13 14:03,1 өрөө байр,62000000.0,Улаанбаатар,эрдэнэ,1053768,111,1
Паркет,1 тагттай,2009,Байхгүй,Вакум,6,Төмөр,32.0 м²,3,Лизинггүй,Хан-Уул,2,120 мянгат,3714933,Нийтэлсэн: 2020-04-13 14:39,Зайсан чигт туулын хөвөө хотхонд 1 өрөө байр 32м2,65000000.0,Улаанбаатар,Зул,115580,595,1
Паркет,1 тагттай,2017,Байхгүй,Вакум,13,Бүргэд,32.0 м²,10,Лизинггүй,Баянзүрх,1,15-р хороолол,3896671,Нийтэлсэн: 2020-04-13 14:43,1 өрөө байр 32м2,53000000.0,Улаанбаатар,Батхишиг,327994,151,1
Паркет,1 тагттай,1989,Байхгүй,Вакум,5,Бүргэд,36.0 м²,5,Лизинггүй,Баянзүрх,3,16-р хороолол,3835530,Нийтэлсэн: 2020-04-13 14:47,1 uruu bair,55000000.0,Улаанбаатар,1 uruu bair,19038,208,1
Паркет,Тагтгүй,2016,Байхгүй,Вакум,12,Төмөр,33.4,6,Лизинггүй,Хан-Уул,2,Бусад,3896688,Нийтэлсэн: 2020-04-13 14:47,Хан уул дүүрэг эрчим хотхонд 1 өрөө байр,50000000.0,Улаанбаатар,Зочин,750884,91,1
Паркет,Тагтгүй,2013,Байхгүй,Вакум,5,Төмөр,20.2 м²,5,Лизинггүй,Хан-Уул,1,Viva city,3749980,Нийтэлсэн: 2020-04-13 15:17,Viva city 1 uruu bair 20.2м2,36000000.0,Улаанбаатар,Chuka,927871,645,1
Паркет,1 тагттай,2013,Байхгүй,Вакум,16,Бүргэд,40.0 м²,13,Лизинггүй,Баянзүрх,1,Бусад,3896817,Нийтэлсэн: 2020-04-13 15:15,Бөхийн өргөөний хажууд бүх үйлчилгээ төв замд ойр 1 өрөө,62000000.0,Улаанбаатар,Мөнх-Эрдэнэ Цэрэндаваа,1534197,247,1
Паркет,Тагтгүй,2014,Байхгүй,Вакум,5,Бүргэд,30.0 м²,5,Лизинггүй,Хан-Уул,1,Viva city,3896948,Нийтэлсэн: 2020-04-13 15:40,Худ 4-р хороо вива сити 1 өрөө байр 30м2,50000000.0,Улаанбаатар,Дэлгэрсайхан,1534267,180,1
Паркет,Тагтгүй,2014,Байхгүй,Вакум,1,Бүргэд,28.0 м²,1,Лизинггүй,Баянгол,1,25-р эмийн сан,3829365,Нийтэлсэн: 2020-04-13 15:25,Хороололд 1 өрөө байр,55000000.0,Улаанбаатар,Хонгорзул,198735,182,2
Паркет,Тагтгүй,2019,Байгаа,Вакум,16,Төмөр,29.0 м²,3,Хувь лизингтэй,Баянзүрх,1,13-р хороолол,3897091,Нийтэлсэн: 2020-04-13 16:28,1 өрөө,80000000.0,Улаанбаатар,Nami,1502095,172,1
Паркет,1 тагттай,2019,Байхгүй,Вакум,15,Төмөр,39.0 м²,12,Хувь лизингтэй,Хан-Уул,2,Бусад,3316369,Нийтэлсэн: 2020-04-13 16:01,Цагаан хаалга цогцолбор хотхонд 1 өрөө 39м2,58500000.0,Улаанбаатар,Давааням,359547,109,8
Паркет,1 тагттай,2011,Байхгүй,Вакум,15,Төмөр,30.0 м²,6,Лизинггүй,Баянгол,1,10-р хороолол,3878867,Нийтэлсэн: 2020-04-13 17:04,Голден парк хороололд 1 өрөө байр,50000000.0,Улаанбаатар,Оргил,149293,468,1
Паркет,1 тагттай,2015,Байхгүй,Вакум,9,Бүргэд,20.0,6,Лизинггүй,Хан-Уул,1,Нисэх,3895892,Нийтэлсэн: 2020-04-13 17:52,Nisehd 1 uruu bair,35000000.0,Улаанбаатар,niseh,1533738,173,1
Паркет,1 тагттай,2018,Байхгүй,Вакум,13,Бүргэд,32.0 м²,10,Лизинггүй,Баянзүрх,1,15-р хороолол,3897316,Нийтэлсэн: 2020-04-13 16:57,1 өрөө байр,55000000.0,Улаанбаатар,Сүхээ,1534316,181,1
Паркет,1 тагттай,2006,Байхгүй,Вакум,9,Бүргэд,37.81 м²,5,Лизинггүй,Баянгол,2,"3, 4 хороолол",3897531,Нийтэлсэн: 2020-04-13 17:45,Хөгжил хотхонд 37.81кв.м 1 өрөө байр,70000000.0,Улаанбаатар,Tsedwe,1279340,97,14
Паркет,1 тагттай,2005,Байхгүй,Вакум,6,Бүргэд,36.0 м²,6,Лизинггүй,Баянгол,2,10-р хороолол,3840794,Нийтэлсэн: 2020-04-13 19:46,36м2 1 өрөө байр,59000000.0,Улаанбаатар,Zolboo,683859,119,8
Паркет,1 тагттай,2010,Байгаа,Вакум,6,Бүргэд,33.0 м²,6,Лизинггүй,Баянгол,2,Сонсголон,3898040,Нийтэлсэн: 2020-04-13 20:05,1 uruu 33m2,35000000.0,Улаанбаатар,ganbold,486903,727,1
Паркет,1 тагттай,2017,Байхгүй,Вакум,16,Бүргэд,38.0,12,Лизинггүй,Баянзүрх,1,15-р хороолол,3898102,Нийтэлсэн: 2020-04-13 20:09,1 өрөө байр,62700000.0,Улаанбаатар,Батбаяр,264401,46,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,30.59 м²,16,Хувь лизингтэй,Баянзүрх,1,16-р хороолол,3898171,Нийтэлсэн: 2020-04-13 20:49,Цайзад sky residence2 хотхонд 1 өрөө байр 30м2,1350000.0,Улаанбаатар,Алтаа,1534976,171,1
Паркет,1 тагттай,2019,Байгаа,Вакум,9,Бүргэд,29.53 м²,8,Банкны лизингтэй,Баянзүрх,1,Амгалан,3898404,Нийтэлсэн: 2020-04-13 21:34,Амгаланд 1 өрөө байр,41000000.0,Улаанбаатар,орон сууц,600618,398,1
Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Бүргэд,33.4 м²,8,Лизинггүй,Баянзүрх,2,Баянмонгол хороолол,3849135,Нийтэлсэн: 2020-04-13 21:53,Саруул хороололд 1 өрөө байр,2100000.0,Улаанбаатар,munkh,67721,125,1
Паркет,1 тагттай,2010,Байхгүй,Вакум,9,Бүргэд,40.0 м²,5,Банкны лизингтэй,Баянгол,3,Бусад,3754676,Нийтэлсэн: 2020-04-13 21:14,Тбд- андуудын урд 1 өрөө,72000000.0,Улаанбаатар,Хотын А бүсэд,50580,170,10
Паркет,Тагтгүй,2008,Байхгүй,Вакум,10,Төмөр,27.0,6,Лизинггүй,Баянгол,2,25-р эмийн сан,3898416,Нийтэлсэн: 2020-04-13 21:59,25 emiin sand 1 uruu bair,53000000.0,Улаанбаатар,baajjajajaj,418308,113,1
Паркет,Тагтгүй,2010,Байхгүй,Вакум,5,Бүргэд,33.0 м²,1,Лизинггүй,Сүхбаатар,2,100 айл,3898507,Нийтэлсэн: 2020-04-13 22:02,1 өрөө байр,53000000.0,Улаанбаатар,Заяа,474016,195,1
Паркет,1 тагттай,1988,Байхгүй,Мод,5,Бүргэд,36.0 м²,4,Лизинггүй,Сонгино Хайрхан,2,5 шар,3585393,Нийтэлсэн: 2020-04-13 22:08,1 uruu bair 18m2,44000000.0,Улаанбаатар,Bolormaa,597959,1800,1
Паркет,1 тагттай,2013,Байхгүй,Вакум,13,Бүргэд,36.0 м²,9,Лизинггүй,Баянзүрх,1,15-р хороолол,3643119,Нийтэлсэн: 2020-04-13 22:50,"Жуков, тарвалин хотхонд 36 м2 1 өрөө байр",59000000.0,Улаанбаатар,Б.Ганчимэг,179564,144,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,30.83 м²,3,Лизинггүй,Хан-Уул,1,Бусад,3898599,Нийтэлсэн: 2020-04-13 22:28,1 өрөө байр,4930000.0,Улаанбаатар,bondooloi,452084,151,3
